asn,asset_id,browser,browser_version,cdn,city,continent_code,country,country_name,error_type,exit_before_video_start,experiment_name,isp,latitude,live_stream_id,live_stream_latency,longitude,max_downscale_percentage,max_upscale_percentage,viewer_id,operating_system,operating_system_version,page_load_time,page_type,page_url,playback_id,playback_success_score,player_autoplay,player_error_code,player_error_context,player_error_message,player_height,player_instance_id,player_language,player_load_time,player_plugin_name,player_plugin_version,player_name,player_poster,player_preload,player_remote_played,player_software,player_software_version,player_source_domain,player_source_duration,player_source_height,player_source_stream_type,player_source_url,player_source_width,player_startup_time,player_version,player_view_count,player_width,property_id,rebuffer_count,rebuffer_duration,rebuffer_frequency,rebuffer_percentage,region,session_id,smoothness_score,source_hostname,source_type,startup_time_score,stream_type,sub_property_id,time_to_first_frame,used_fullscreen,video_content_type,video_duration,video_encoding_variant,video_id,video_language,video_producer,video_quality_score,video_series,video_startup_time,video_startup_failure,video_title,video_variant_id,video_variant_name,view_downscaling_percentage,view_drm_type,view_dropped_frame_count,view_end,view_has_ad,view_id,view_max_playhead_position,view_playing_time,view_seek_count,view_seek_duration,view_session_id,view_start,view_total_content_playback_time,view_total_downscaling,view_total_upscaling,view_upscaling_percentage,viewer_application_engine,viewer_connection_type,viewer_device_category,viewer_device_manufacturer,viewer_device_model,viewer_device_name,viewer_experience_score,viewer_os_architecture,viewer_user_agent,viewer_user_id,watch_time,weighted_average_bitrate
3181,soon,Internet Explorer,1.7.7,Cloudflare,North Amandaport,Undefined,Timor-Leste,Timor-Leste,be6609ef-c40f-4efb-9a74-afddc0a87610,False,help,price,28.341676703494954,here,6935,-33.265029077572024,0.6085072101013304,0.9079292447117709,ecabe5c9-8670-44e6-8bf5-9b9f37bc43ee,Ubuntu Linux,9.9.4,599774,life,https://testsite.edu/media/054c6357-855f-4da4-9876-d93309e19e0f,a6585130-135c-4c90-ab52-46cdfa0da7b1,47,True,Undefined,by,pressure,4516,d3f0ad33-25bd-47b2-95aa-f0251fd0daa7,north,538408,sing,5.6.4,hope,https://mysite.net/assets/2314b5a2-bec7-462a-a6ac-263458120f31,False,False,knowledge,then,science,942200,5328,total,https://example.org/media/d585ebf2-2931-48e4-8e9c-47ba7e368814,8910,529078,stand,3563,8105,97740f3e-d78a-488e-93aa-5f39a94ab3d6,676,787528,0.0,0.34902789053633954,by,21b57380-f6c1-439f-95b7-6f6107ab9b5b,34,friend,human,58,record,system,698029,False,exactly,375268,commercial,9b7640a3-996f-4495-8e2c-8148400aa7ad,poor,beat,51,picture,664045,True,wind,8779cc4e-d842-4199-8a9a-ab4c1ce002c4,party,0.300770562387077,west,8586,2023-10-16 04:58:25+00:00,False,05398986-fc27-4052-9ab7-5bf5120f3fd9,199897,720058,9277,927668,e08c7d0d-c197-436c-a050-e7d4db28382b,2023-12-03 03:50:55+00:00,814311,120488,773823,0.9666011165864816,trip,its,Desktop,Samsung,Galaxy S21,activity,80,64-bit,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2013-07-30 05:11:02 Firefox/15.0,a64b279e-a4c4-47d7-a681-ef3d99a9b059,402415,593403
5944,thus,Brave,9.4.2,Fastly,Whiteport,Undefined,Netherlands Antilles,Netherlands Antilles,cffefc72-54d4-40c5-acef-2dd9deb5ded0,False,give,off,5.376641285826807,find,4224,-79.02682472856661,0.7852077018190262,0.3185396801259186,f1932846-5e09-4de7-91ea-92f078835983,iOS 15,6.3.1,241138,back,https://testsite.edu/assets/33755e0c-5a5c-4569-a397-1e90949629f4,4bb7fc0d-a4fe-4664-aaf4-fc7874fd97ac,90,True,Undefined,compare,last,8846,88d4ea57-dedc-40c6-803c-6cfe23d0ef16,ago,618174,off,3.1.6,method,https://testsite.edu/content/0f77f11c-4f04-4525-b9d5-1770c11d2a17,False,True,than,recent,success,331410,4312,source,https://example.com/content/ae2a8c44-3f0f-4c70-8ff4-973b8c91055f,4267,570409,join,1880,6239,fc96a855-ad45-4c15-ae92-bbb52675ada8,6669,99043,0.0,0.7869770945397602,improve,63c76deb-87d6-48f1-89d9-82cc6422084b,55,build,feeling,58,under,push,895946,False,foreign,502024,visit,bd7973ed-2894-4ddb-a9bb-de903e77328b,policy,as,37,program,391855,False,should,13c2e0aa-2b10-454c-a6a8-5dd16437ae0e,stand,0.3490531676204549,whole,2087,2023-11-04 21:59:44+00:00,True,4f88053f-5a7a-4099-ba6d-ba994c1260ae,145692,638204,7486,112289,9657be40-0b25-4c5f-9c9e-5d8846fa7d81,2023-03-16 21:01:07+00:00,302794,344187,351652,0.26007624303899557,ten,amount,Laptop,HP,Spectre x360,marriage,81,ARM,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/34.0.841.0 Safari/534.1",f34481ad-f4ca-40c5-9aed-c8422632474c,118645,4790720
4147,want,Safari,1.2.1,Cloudflare,South Jamie,Undefined,Palestinian Territory,Palestinian Territory,2619c707-5ae1-4b17-b194-c490dad2d101,True,seat,live,4.572873019276784,sea,9692,-153.25187916850902,0.5961345615013448,0.6674038562622934,55a9b614-8809-4e71-8d98-65ec275d3eb0,Windows 10,2.9.3,351317,happy,https://example.com/media/4c853717-52b1-4c43-9957-2cc3f979c203,b70a59f8-a7c4-427c-9010-63171448625d,9,False,Undefined,surface,daughter,8561,3bf8cbad-b7b8-4613-a5f0-7620c4a2b39c,yet,763346,you,9.5.1,necessary,https://testsite.edu/assets/9cded23a-cb57-4da5-a854-e070c10fc75c,True,False,discover,especially,half,926998,426,major,https://mysite.net/content/41a3b140-cea4-4709-84fe-75ffb2907d45,2860,331301,which,9876,387,20dfea38-1e82-4387-a738-8edd0be0b9e4,2819,808957,0.0,0.34012108709135813,reality,a377624e-e21d-4c96-a67f-77abda227bf0,38,north,feeling,33,along,product,196569,True,network,130917,stand,56426f18-d8ee-47f0-9219-a79c20b1a662,term,develop,33,since,637312,False,thought,808f9f0f-6fd5-4a25-98ba-fd074c2cdc7b,line,0.4548486240749019,then,1744,2023-11-04 09:07:19+00:00,False,da78b695-5531-4b4a-bf56-194d2fd2ebb8,333769,378839,4518,957502,65fc795c-aa14-4c3f-b512-5cc00fc5fa3f,2023-06-14 19:08:02+00:00,88232,426154,127361,0.5401811803476498,military,kitchen,Laptop,HP,Omen 15,budget,61,32-bit,Opera/9.56.(Windows CE; ne-NP) Presto/2.9.164 Version/12.00,f33f1bb8-e080-4eeb-8743-c990adbc2998,881881,1159837
6972,change,Vivaldi,0.3.6,Microsoft Azure CDN,South Toddchester,Undefined,Marshall Islands,Marshall Islands,a64db5d0-d690-4495-bb30-0876f37c2d2c,True,I,low,-48.24325083630985,suffer,3700,61.12242637994237,0.0005251282990368367,0.7625871576437241,1f895d99-f12b-4e83-8755-1df70ffef529,Windows 10,8.4.8,349865,turn,https://mysite.net/video/f09fa3e2-afad-48c1-a42f-e90357eaad90,a29e710d-1408-4656-a4b5-d98ae34729b6,52,True,Undefined,enough,area,3419,1054e51e-c6c3-45f8-9b3b-6b000ae6c208,campaign,624646,should,1.4.6,decide,https://example.com/video/7f530d73-95b2-4a01-bc16-e5bc25dc1799,False,False,statement,sign,available,505052,7421,agree,https://testsite.edu/video/a154b56c-5147-4d3a-b585-ca3615661eef,29,649036,somebody,3992,4723,088b2d0e-3941-4b7c-a394-73cb70c87312,128,691918,0.0,0.5127702846123685,fly,d22126a8-5251-417b-8632-f57006490cb1,99,book,worker,11,understand,full,1048,False,position,124462,eye,22be7021-2079-44ee-904c-16ea51021a1b,really,financial,54,pick,892920,False,interest,c3a9e8b0-5321-4a08-b500-90310839328c,sister,0.24012343357834853,though,6564,2023-02-14 08:16:47+00:00,True,603dce92-fec4-4afd-a0e3-7ecbf41e957d,713424,335353,6904,550952,f39d3828-5ba8-47b8-856c-f5086795bb44,2023-03-02 11:22:11+00:00,98024,194264,69475,0.7762790307960913,down,single,Smart TV,Samsung,Galaxy S21,community,91,32-bit,Opera/8.42.(X11; Linux x86_64; ug-CN) Presto/2.9.190 Version/10.00,3b6a4c84-50d8-4f5b-b851-7b9bb7939478,759467,2122760
8782,reality,Samsung Internet,9.0.0,KeyCDN,Ginaburgh,Undefined,Greenland,Greenland,ae33f76b-302b-477f-8a03-bd52bb5075cc,False,sea,speech,65.48305935923659,tonight,5673,-175.22336646918836,0.09895239994215788,0.4191251069769385,49bea3f8-ea01-4262-a1ec-88ed066917ca,Windows 7,2.9.1,620366,gas,https://testsite.edu/content/1b10318d-9b0c-4a57-9a2d-3010fb423218,1e0ce0c2-8fa4-4ce6-9afd-6b49ba186b39,12,False,Undefined,pick,why,8212,1e457d2d-6fa1-4a95-8c69-a45b468fa164,subject,124120,become,5.2.2,south,https://mysite.net/content/508bd3a5-0953-49c6-9676-dbc64c186c7d,False,True,push,just,than,479019,3963,either,https://testsite.edu/media/28879c04-8341-42ec-872c-e35a883d8978,694,373890,anything,7691,609,ed633b88-4233-4d52-83f8-5411eb06f366,6255,484926,0.0,0.6441271782611941,without,44d752c3-f7ef-4319-8885-172ce0884427,88,year,method,74,suffer,film,800911,True,no,80469,price,958725d5-d3a8-466c-99e3-404ed6618c00,course,official,43,time,931591,True,once,45fead69-9264-4ea0-b478-ac31cd729ced,probably,0.3926140709709208,door,3145,2023-08-01 10:04:18+00:00,False,d184cc97-21fb-4e4b-abde-dd3ae4535b18,124648,752542,3430,67771,736fa4b5-d5ac-4aa8-a4dd-a00c591e890d,2023-06-01 15:25:36+00:00,47749,581034,710047,0.5218649625666458,business,development,Desktop,Xiaomi,Mi Smart Band 5,of,48,32-bit,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8; rv:1.9.6.20) Gecko/2012-01-08 22:50:47 Firefox/11.0,2be0a3da-641e-4f88-80ef-1787a0bead66,496228,5917023
1158,amount,Brave,1.9.1,Google Cloud CDN,North Yolanda,Undefined,Malaysia,Malaysia,20fa7593-3885-4116-8539-832bd09df54d,True,receive,right,-54.9390354317986,suffer,2760,-174.14636833205972,0.285094638934013,0.7446986324536339,e4457a43-fb50-441b-9e3d-408c60f55b19,Ubuntu Linux,9.3.2,867006,practice,https://example.com/content/306b9691-9da7-4f96-8130-3fcafed094b6,a594b734-a8c8-439c-94b0-6d84e0893309,12,True,Undefined,black,nature,7647,fb5bcee0-7357-4e86-9d70-03de0861baa6,matter,537618,answer,6.5.2,mother,https://example.com/content/ab4ed59b-982d-4cf5-9348-9f7d3e182872,False,True,TV,old,notice,308107,37,help,https://testsite.edu/media/a3db698e-d3b3-4395-a245-cf7100c600cc,4608,681612,table,4512,9039,0d330418-a008-4c8d-b050-7b73e457db85,5205,682795,0.0,0.7867528532111624,police,0b18f827-de56-4e6b-8434-9dc1d54bd1b0,62,owner,agent,72,military,could,860310,True,cover,204106,score,1838cd2d-33c5-4b5b-9b35-42491f9268bd,course,write,10,area,834928,False,happen,fba70905-63c0-4504-8305-481aa9b129f0,language,0.10341121421818134,test,3484,2023-11-19 13:24:24+00:00,False,62931110-6922-440e-a262-d88643f327b8,451864,304747,4277,612222,030fc709-d6eb-4d3a-bd77-5082c767515b,2023-02-10 02:29:53+00:00,521357,866519,953497,0.33075223381046326,likely,number,Desktop,Lenovo,ThinkPad X1 Carbon,sit,65,ARM,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.1),2b722d2d-6faf-48a6-b857-bbeb2be43a01,799289,2896334
9035,office,Firefox,6.6.0,StackPath,West Kimberly,Undefined,Madagascar,Madagascar,f69a5ed5-6ca3-441b-b225-b9343129b2d2,True,class,here,-70.48487139016848,bed,3207,-92.75085519998657,0.4230354903831465,0.6011899737924339,4e25a3df-b195-47d6-8336-580b1e4980f8,macOS Big Sur,4.4.5,855409,front,https://mysite.net/content/2310aa43-c52f-449a-a376-d962563958c9,d7f566c5-4073-4528-85ca-ceccb383e2d8,96,True,Undefined,get,these,3151,7fc7ec6a-9933-4bbf-a02a-7ad45e50dcb3,along,78928,oil,2.0.8,prepare,https://testsite.edu/media/de2f9eee-4223-4569-b8f5-3a095ca45291,True,True,fill,respond,economic,789728,8963,range,https://mysite.net/media/8b6f9c85-d371-4ea7-a6b0-159feb055d73,901,999201,deal,4788,4963,03fa5a3c-6ee4-41d9-a515-b1083cc793ae,3396,751096,0.0,0.24069075399589857,system,b416c23b-c247-479e-9d09-3b0e9e747e7c,82,indeed,my,71,simply,standard,627336,False,water,597538,late,61daf6ae-04a3-4017-8141-52127cc05bce,big,poor,86,Mr,875649,True,education,d9c51113-7ca7-4445-8b31-8150282ab236,young,0.4353964040870746,measure,7013,2023-02-25 00:21:12+00:00,True,c29444f7-c3c2-4045-9e3a-b023b8724580,384340,857969,4275,479857,9037a6e5-8225-4486-9de3-30a5dc70b95c,2023-06-28 02:46:50+00:00,201454,62238,141682,0.11054912419870044,particular,recognize,Laptop,Sony,Xperia 1,ok,34,64-bit,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/534.31.6 (KHTML, like Gecko) Version/5.1 Safari/534.31.6",3fb2b5eb-e94d-4c82-b938-6707759357c2,281294,5358763
5641,modern,Safari,5.6.8,StackPath,Castilloside,Undefined,Georgia,Georgia,ca1a41e9-631d-4752-ada1-4bf83f6c6a17,False,where,next,83.32618208613783,mean,4210,-34.53054536401626,0.8610954608591134,0.38460486740449107,58068a02-5c15-4e46-ae1b-3dca07aecab0,Windows 10,4.5.2,526766,federal,https://mysite.net/assets/5cc56822-2b18-4c25-9705-ae68889189b9,5fbe9893-e463-4c99-b80a-2722256a2530,86,False,Undefined,sit,director,5782,4de3aa76-e3e4-43fe-9445-d29c77f17527,American,228861,animal,2.8.0,or,https://example.com/assets/0ebcde00-1246-4ed1-94c5-45d5bc66dc8a,False,False,although,hair,establish,914796,3974,tax,https://mysite.net/content/664b20ae-1e8a-46ba-a189-bd1bbb77f09e,9646,523523,operation,5484,3116,bff1d489-380f-495f-bf59-8c2fb8c1c8be,6947,624300,0.0,0.9518671563132974,else,bdd0b425-f0e9-44f6-aa36-7c437a856465,78,give,defense,77,course,grow,974396,True,source,168022,improve,a81d39b9-4682-46bd-975a-31d76b905dc8,president,others,40,base,313718,False,cell,2fbe1c2f-3e8f-4228-ae8f-f732a9e49e4b,south,0.6721143481549544,able,7510,2023-04-08 15:53:04+00:00,False,b3e90357-7704-42ab-93bf-7007d5b62557,475016,424836,6219,826985,a20738bc-e488-4487-a0d5-be189a9b9d5a,2023-05-31 15:53:30+00:00,690563,703975,713710,0.6048021120424231,draw,security,Desktop,LG,LG OLED TV,have,41,ARM,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_6 rv:3.0; en-IN) AppleWebKit/534.22.4 (KHTML, like Gecko) Version/5.0.5 Safari/534.22.4",a5ffea7c-4c08-43e7-abfe-50876aea8a5d,248590,5064576
189,girl,UC Browser,4.3.9,Microsoft Azure CDN,Schultzhaven,Undefined,Colombia,Colombia,d64fbdf9-e08f-42ff-b588-2e0454eed6da,True,them,push,26.556180135492212,left,4893,-163.2393231748886,0.6637108661364567,0.036272398308598075,f4bcc015-def2-45c0-8e1a-f2259e323bb8,macOS Big Sur,1.7.6,418246,forget,https://testsite.edu/assets/e7a712f3-4574-4a08-87e4-6a1a3661b82f,c4394b75-6eff-4bd3-90ce-db2189c8b21d,77,False,Undefined,actually,happen,3870,efd4c858-7757-4644-9806-5661e1768820,education,442737,create,6.0.9,during,https://example.com/media/f306b0db-de42-48b6-9053-4170e045436e,False,False,bad,opportunity,not,530179,3038,future,https://mysite.net/media/facf4332-5d9f-4b3f-9b51-a4607627bb11,5693,940689,road,3786,6609,65e119b9-f11d-4d0b-8f70-1888f9692c03,208,785247,0.0,0.5646516079837851,table,1b8a8c9f-8d50-4fc0-b986-66f1745fa13c,72,view,look,98,keep,top,936873,True,culture,298215,happy,b97b52e2-f867-4443-acea-733ffc52c8ee,information,learn,72,require,585253,True,light,c2638764-c5c5-428b-9035-fe525b1b6499,hear,0.10521812999988145,stage,8164,2023-05-11 05:51:18+00:00,False,4c9a1168-c1c1-480b-b17d-3d8b8f109af1,95317,192542,4066,484080,77bfb49f-eed2-44c4-9e79-2fc8ba218f24,2023-06-10 13:22:52+00:00,939519,774563,630507,0.07655927107946026,read,standard,Smart TV,Google,Pixel 5,present,14,32-bit,Opera/9.69.(X11; Linux i686; sk-SK) Presto/2.9.169 Version/10.00,26db028d-758a-4b3d-99d7-c746431f81f5,512102,4983608
7717,east,Edge,2.3.0,Fastly,North Traceyton,Undefined,Ethiopia,Ethiopia,3b53e484-7ce0-42d5-98ee-4653f021e740,False,great,direction,-79.30772580778714,good,6093,82.89160748208542,0.7010648353514511,0.08243530427310963,5d27a153-495d-4424-981b-7dcce717b61a,Android 10,2.1.7,1446,interest,https://testsite.edu/content/d595b1b5-354a-47bf-808d-9a3d1c66ff00,407aff34-3bd5-45e9-884c-275bfc475a89,1,True,Undefined,all,start,9205,41b74c85-5eea-4dd0-9af9-5994c944a345,leg,677961,night,0.1.7,customer,https://example.org/video/30e5cc2f-d8d4-4371-b446-345aac76f930,True,True,budget,and,suddenly,840787,8865,action,https://mysite.net/media/1a854d30-1c56-4bcf-b9e5-0b68edd3e742,4916,8500,car,8951,1513,cbf4e4fe-614a-4b03-bc8b-194370e7e408,8728,137007,0.0,0.9103393105058144,into,31bed334-71ca-4544-8b36-7c631394720b,83,sit,month,30,campaign,since,732237,True,rate,346761,game,b3767162-deb6-4caa-a208-4a2505da5a49,among,provide,96,table,592845,True,born,5059899f-174c-4e9a-b916-08bdb05e2df6,fly,0.6761477918344525,back,1303,2023-12-11 03:37:44+00:00,True,20e351f6-c50d-4788-915a-fc3df51b22a6,7181,108824,6342,277319,09af5bc8-30ca-4cb8-beca-67015f6908ad,2023-11-12 11:45:33+00:00,559119,79786,659135,0.0715313916744732,win,front,Tablet,Sony,Xperia 1,easy,21,64-bit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; fur-IT) AppleWebKit/532.41.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.41.6",eb438057-5ced-4621-b884-e55112c1c3e2,548037,8876253
5162,second,Internet Explorer,5.4.5,Akamai,Brianbury,Undefined,Latvia,Latvia,36991cfc-095c-4a0e-994d-9188bbae6a8c,False,though,sound,-43.497593643721146,first,5013,-141.8795221948861,0.7602457510371586,0.275620330598649,081f5e7c-9851-47eb-8d46-a66cb148b827,Ubuntu Linux,3.9.0,857376,win,https://mysite.net/assets/861efa18-f3f3-4461-8cfe-ca2a254bd518,63353fa0-5b49-4e23-84e9-6f820b63d3aa,16,True,Undefined,voice,do,5477,eb98aee0-2224-4b52-bc75-995ff6466795,sell,639719,fund,0.6.6,action,https://example.com/media/4040852e-d190-4266-a1cb-4ecb8539c334,True,False,sister,possible,light,316752,3318,cold,https://testsite.edu/video/e943edbd-6896-49cc-99f8-18dde26d5ffd,3909,303576,Mrs,523,1336,26559b73-0671-4d6e-8d14-f15f9c6055d4,9288,777273,0.0035200045763792293,0.9054234125685345,success,91924581-d641-41fb-a4f5-cc6bdbb86daf,16,key,become,74,read,radio,133469,True,party,763279,president,e81882e0-a609-4868-bd0d-c0f6b21ed29c,science,this,68,visit,79506,False,heavy,9420dbb9-85c1-4eb0-a513-0abf5f8a39d3,body,0.40238553449657777,likely,6006,2023-09-22 13:23:10+00:00,False,bb627147-6674-47f2-9dbf-794f545c5dac,961738,618474,4188,682389,c15f7a4e-0804-48ab-b450-44f056fae15c,2023-04-30 23:43:18+00:00,259029,553086,557031,0.6032991757589804,effort,five,Smart TV,Apple,iPhone 12,next,74,32-bit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9 rv:5.0; sid-ET) AppleWebKit/532.11.2 (KHTML, like Gecko) Version/5.1 Safari/532.11.2",8228ad79-4bb9-4301-8224-173fbe0ac539,164101,7749899
5497,attention,Internet Explorer,4.7.4,CDN77,West Heather,Undefined,Mexico,Mexico,ec579efc-f105-49b5-8e1f-9b348e56d1a1,True,return,easy,5.6458465470881265,way,3441,30.50878022628669,0.970351220874977,0.7596764710880999,218d390e-a822-496e-9349-ad9de5d6f275,iOS 15,8.6.3,621675,road,https://testsite.edu/content/39ab5ccc-9741-4554-ab81-03c21be20c12,56fea799-53d0-49fa-9708-98c9930c518f,71,True,Undefined,else,lawyer,5026,69b84964-6b4f-465d-9218-bd7e22cd9152,heavy,292742,tree,1.7.1,account,https://testsite.edu/assets/43edcdbc-4d48-48ba-a0e4-4d1a8f71f352,True,False,home,chair,explain,545232,8614,event,https://example.com/video/b89dbefb-557b-4ff2-975d-5d02aef7332e,5252,106319,college,9454,1832,b1003ffb-82d9-4156-90ed-d2c50428231d,4885,763592,0.0,0.5899899069467466,impact,6d9dfe0b-2b7f-474c-b690-f565df806e02,11,almost,recognize,90,especially,hard,318197,True,sport,43698,organization,ab7af489-5e84-4dfb-bcc0-f5e45c1f41d8,similar,sell,69,body,678668,True,turn,0b683b4f-d9f2-4fba-bb7e-f7b7ee664e1b,over,0.9783300206106647,Congress,6372,2023-10-14 03:24:35+00:00,True,89df4c39-8583-403a-9091-0c9eaf27fae9,936575,283000,1166,56505,8994f4a9-e40d-4431-ba4d-343c44e4892d,2023-09-27 23:40:13+00:00,131417,193423,395809,0.2658742107157174,late,design,Desktop,Apple,Apple TV,game,58,32-bit,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/30.0.835.0 Safari/535.2",06e40218-8904-431a-a711-1d8255e2965f,10994,873985
9632,tonight,Brave,4.4.6,Fastly,New Charles,Undefined,Germany,Germany,494ed529-1654-4a75-9a1b-be48fed99147,True,couple,chance,22.50576810810506,moment,6776,19.649975499907754,0.20299306533393724,0.029383123327225702,68cf739b-80b3-4f9a-a088-1a698756ee02,Windows 10,2.0.7,754947,various,https://mysite.net/assets/d4923445-7c90-4987-acb9-f9eca5aa6248,a07b1a38-c88b-4fcf-abd7-9dce6a0d0823,88,False,Undefined,when,kind,8231,0d7ebada-fdca-409f-b6f8-a97a8b29c51a,trial,123949,write,6.8.8,view,https://mysite.net/content/42933e1b-6c77-45e5-96da-89eb30d9d775,False,True,on,nation,wide,275888,4991,huge,https://testsite.edu/video/cb0fd413-e4bb-44cc-aa28-59e02704ff4b,7967,137397,life,9352,965,073cb1ac-8528-4617-9141-480b88bc031b,4220,313710,0.0,0.6621726881202752,big,8e5985c9-99fc-4b3d-9bc4-377348fa2c07,73,scientist,agency,6,rate,too,224090,False,simply,611147,student,37603452-b907-4032-bf29-737682d53e78,or,around,97,consumer,316829,False,heavy,7673c954-ba02-4f5a-8a37-3dd15fccc443,treat,0.8418142252885968,community,9474,2023-11-16 18:34:14+00:00,False,f5a99162-174b-4fbe-bef6-7d3754185770,871276,517896,7920,25344,272ee8f0-a10b-4de0-906d-4da1ad72ea76,2023-12-22 18:58:28+00:00,788857,20465,573432,0.7695159232135969,anyone,person,Desktop,Samsung,Galaxy S21,adult,92,ARM,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0),e93bcfb5-c46a-4d7d-88ed-398cb0d82df7,708803,6865776
8331,then,Samsung Internet,2.0.9,Microsoft Azure CDN,Martinezshire,Undefined,Latvia,Latvia,f3507097-ebfc-4076-82e1-73461409d360,True,allow,adult,38.202878095203545,same,4054,-173.39237919475107,0.5208652851480216,0.7884722455922534,9fa993e7-3438-413d-9b42-c658a61013bf,Windows 7,8.6.3,216204,not,https://example.com/assets/dbf62aca-deb7-4aca-a784-dd91745c1361,b2516d1d-7cb5-49cf-bda5-96a053083476,15,False,Undefined,available,rather,2171,b73c18f1-1dc4-4661-8e46-1dc233ab65ce,fear,327970,clear,9.3.3,let,https://example.com/video/c00e5c9d-efa8-4077-971e-db104dda730b,False,False,truth,resource,policy,824413,8932,provide,https://example.com/content/7d461266-1b4d-49d5-a2ec-9abc599a6f7a,5448,253920,same,3507,221,c2518d44-4a81-4e1e-870c-a60e99fc53f0,6010,106885,0.0,0.24226633497981376,decision,953c6c12-a21f-4629-8bcf-55922f083c83,94,prepare,live,25,picture,office,229845,False,evening,643082,alone,a415c29f-751a-4af7-bb06-dc049f4ce056,these,ask,64,finish,963526,True,before,338c2188-f395-48cb-a9fb-a82474d25aa5,paper,0.5858582776285731,number,2336,2023-01-04 04:42:34+00:00,False,b3d7cbd8-3490-4170-9e75-af295c943fa9,274283,390452,8531,479851,f92c0ebf-a9ad-46ec-a5be-2f8a71bd10dd,2023-02-04 23:31:18+00:00,975066,241210,396843,0.9932455813302014,off,minute,Smart TV,Sony,Xperia 1,natural,65,64-bit,Opera/8.68.(X11; Linux x86_64; mn-MN) Presto/2.9.160 Version/10.00,788d3b5e-2629-4f98-bc61-ecece06331b3,931443,1962503
7032,cold,Firefox,0.4.5,Amazon CloudFront,Davidton,Undefined,Indonesia,Indonesia,db333bfd-bfd4-4178-8a92-8b92ebe89097,False,know,century,80.99704496099056,project,8667,129.40257819054386,0.5486320819366386,0.7826235301884732,b22d403b-a70f-45f3-8bbc-889d98ce7397,Ubuntu Linux,3.9.4,389942,audience,https://testsite.edu/video/f896ec20-554c-4e7c-9f1b-1e7ed71382d0,58f6d44e-f00e-4d11-8340-dad8b75de56a,50,False,Undefined,responsibility,capital,8698,32415c5a-0dc7-477e-a779-bea8e315ee26,either,470696,development,2.9.9,Republican,https://example.org/video/641a84a3-9b67-4d01-834f-ca90072225be,False,False,president,upon,trouble,422232,8818,purpose,https://example.org/content/b12db9d8-b33f-447b-92ef-8013e5e72a8b,9005,801238,money,6264,2451,867eab45-8c72-43ae-a1d1-4ef77ea8f437,99,586263,0.0,0.46216245550885326,left,f90eb60b-fddf-4f43-8b4e-3b71cd1d1a2e,30,when,final,84,resource,itself,974673,False,personal,81460,popular,2127a937-f7ed-4a74-854a-12018c5ccfb1,security,new,24,class,60974,True,weight,545b7ee1-c2d0-4608-aad0-f68177c99548,physical,0.2802036445898374,suggest,7809,2023-11-18 16:46:32+00:00,True,9921f3be-f4c4-44d4-b543-f7e4a53b0f0a,345257,365905,4604,254962,517f9fb9-da30-4682-9ede-9b57f7bdc1fe,2023-06-20 09:43:14+00:00,394827,388318,463240,0.5271590766726914,bank,lay,Tablet,Huawei,Mate 40 Pro,coach,87,ARM,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0),d3600d87-b780-4dc0-8dbc-7b8c8f55b430,334006,7940432
